type,queue,priority,language,tag_1,tag_2
Request,Technical Support,high,de,Security,Privacy
Incident,Technical Support,high,de,Technical,API
Incident,Technical Support,medium,en,Technical,Integration
Incident,Product Support,high,de,Security,IT
Problem,IT Support,medium,en,Technical,Driver
Request,Billing and Payments,low,de,Billing,Product
Request,Customer Service,low,en,Customer,Strategy
Incident,Technical Support,medium,en,Bug,Crash
Request,Returns and Exchanges,low,en,Customer,Guidance
Problem,Customer Service,low,de,Security,IT
Incident,Technical Support,high,en,Network,Performance
Problem,Product Support,medium,de,Feedback,Performance
Incident,General Inquiry,low,en,Customer,Social Media
Request,Billing and Payments,medium,en,Feedback,Sales
Incident,Product Support,high,en,Security,Network
Incident,IT Support,medium,de,Bug,Performance
Incident,Technical Support,medium,de,Technical,Bug
Incident,Technical Support,medium,en,Technical,Project
Request,Product Support,medium,de,Customer,Product
Problem,Billing and Payments,low,en,Technical,Security
Incident,Service Outages and Maintenance,high,de,Outage,Disruption
Problem,IT Support,high,en,Bug,Performance
Incident,Product Support,high,en,Performance,Network
Incident,Product Support,medium,en,Outage,Disruption
Change,Sales and Pre-Sales,low,de,Security,Malware
Problem,Product Support,medium,de,Performance,Campaign
Request,Billing and Payments,low,de,Technical,Security
Problem,Sales and Pre-Sales,low,de,Feedback,Performance
Problem,Product Support,low,de,Bug,Performance
Incident,Customer Service,low,en,Security,Breach
Problem,Billing and Payments,high,de,Billing,Refund
Incident,Product Support,medium,de,Performance,Disruption
Incident,Customer Service,low,en,Customer,Campaign
Incident,Service Outages and Maintenance,low,en,Outage,Disruption
Request,Billing and Payments,low,en,Billing,Payment
Problem,Technical Support,medium,de,Security,Virus
Request,Technical Support,high,de,Feature,Documentation
Incident,Product Support,medium,en,Technical,Security
Incident,Technical Support,medium,en,Technical,Billing
Incident,Product Support,medium,en,Bug,Performance
Incident,Technical Support,high,de,Security,Breach
Problem,Billing and Payments,medium,en,Billing,Technical
Incident,Billing and Payments,high,en,Billing,Customer
Problem,IT Support,medium,de,Bug,Performance
Incident,Technical Support,high,en,Bug,Performance
Incident,Technical Support,medium,en,Technical,Bug
Change,IT Support,medium,de,Feedback,Feature
Problem,Technical Support,high,de,Technical,Forecast
Problem,Sales and Pre-Sales,low,en,SocialMedia,Engagement
Request,Customer Service,high,en,Customer,Product
Request,Technical Support,medium,en,Documentation,Feature
Problem,Technical Support,high,en,Bug,Crash
Incident,Product Support,high,en,Technical,Bug
Problem,IT Support,high,en,Bug,Performance
Incident,Technical Support,medium,en,Outage,Disruption
Request,Technical Support,high,en,Security,Documentation
Incident,IT Support,low,de,Crash,Bug
Problem,Technical Support,high,en,Bug,Performance
Incident,General Inquiry,low,en,Bug,Performance
Request,Billing and Payments,medium,en,Billing,Payment
Incident,Technical Support,high,de,Bug,Crash
Incident,Technical Support,medium,en,Security,IT
Incident,Returns and Exchanges,medium,en,Security,Breach
Incident,Customer Service,medium,en,Security,IT
Request,Customer Service,high,en,Feature,Product
Problem,Customer Service,medium,de,Feedback,Sales
Incident,Billing and Payments,medium,en,Technical,Elasticsearch
Incident,Technical Support,medium,de,Bug,Performance
Problem,Human Resources,low,en,Bug,Crash
Incident,General Inquiry,medium,de,Bug,Performance
Incident,Billing and Payments,medium,en,Security,Alert
Problem,Technical Support,medium,en,Technical,Bug
Incident,Billing and Payments,medium,en,Billing,Customer
Incident,Technical Support,high,en,Crash,Technical
Change,Product Support,low,de,Feedback,Feature
Request,Billing and Payments,high,en,Payment,Sales
Change,Product Support,low,de,Technical,Product
Problem,Service Outages and Maintenance,high,de,Technical,Bug
Request,Product Support,low,en,Feedback,Product
Request,Customer Service,high,en,Security,Guidance
Incident,Service Outages and Maintenance,medium,en,Outage,Disruption
Problem,Technical Support,low,en,Security,Network
Request,Customer Service,high,en,Security,IT
Incident,IT Support,medium,en,Bug,Crash
Problem,Technical Support,low,en,Performance,Bug
Change,Returns and Exchanges,medium,de,Feature,Performance
Incident,Customer Service,medium,en,Technical,Outage
Request,IT Support,high,en,Technical,SAP
Problem,Customer Service,high,de,Security,Breach
Incident,Billing and Payments,medium,de,Billing,Payment
Incident,Technical Support,low,de,Technical,Integration
Change,Technical Support,medium,en,Customer,Website
Request,Customer Service,medium,de,Security,Breach
Incident,Technical Support,high,en,Incident,Data Loss
Incident,Product Support,high,en,Security,Breach
Request,Customer Service,low,en,Security,Breach
Incident,Billing and Payments,medium,de,Security,Breach
Problem,Sales and Pre-Sales,medium,de,Bug,Performance
Request,Customer Service,low,en,Feedback,Sales
Change,IT Support,medium,de,Technical,Product
Problem,Customer Service,medium,en,Bug,Performance
Incident,Product Support,high,de,Outage,Crash
Incident,Customer Service,high,en,Technical,Bug
Request,Returns and Exchanges,low,de,Customer,Strategy
Change,Product Support,medium,en,Security,IT
Incident,IT Support,high,en,Crash,Disruption
Incident,Technical Support,medium,en,Bug,Performance
Request,Billing and Payments,medium,en,Billing,Payment
Incident,Technical Support,high,de,Security,Bug
Problem,Product Support,low,en,Feedback,Performance
Problem,Product Support,medium,en,Bug,Performance
Change,IT Support,high,de,Technical,Update
Incident,Technical Support,high,en,Bug,Performance
Problem,Billing and Payments,high,en,Billing,Refund
Request,Billing and Payments,low,en,Sales,Product
Incident,Technical Support,high,en,Security,Network
Request,Billing and Payments,high,en,Billing,Payment
Incident,Returns and Exchanges,low,en,Bug,Performance
Problem,Technical Support,medium,de,Customer,Bug
Incident,Product Support,medium,de,Bug,Performance
Incident,Customer Service,medium,de,Network,Performance
Problem,Technical Support,high,en,Security,Bug
Incident,Technical Support,medium,de,Technical,Customer
Request,Technical Support,high,en,Feedback,Sales
Request,Returns and Exchanges,low,en,Security,Feedback
Request,Customer Service,medium,de,Technical,Security
Request,Billing and Payments,high,en,Customer,Product
Request,Customer Service,medium,en,Feedback,Sales
Problem,Technical Support,low,en,Bug,Performance
Change,Product Support,low,en,Technical,Feature
Request,Customer Service,low,en,Customer,Product
Problem,Human Resources,medium,en,Feedback,Performance
Request,Billing and Payments,medium,en,Billing,Product
Problem,Technical Support,medium,en,Bug,Security
Request,Billing and Payments,medium,en,Security,IT
Problem,Product Support,medium,en,Technical,Product
Problem,Product Support,medium,de,Customer,Performance
Request,Product Support,medium,de,Feedback,Documentation
Incident,Technical Support,high,de,Security,Login
Incident,Product Support,low,de,Login,Bug
Problem,Product Support,medium,de,Performance,Feedback
Request,Technical Support,low,en,Feature,Documentation
Change,Technical Support,medium,de,Technical,Integration
Incident,Returns and Exchanges,medium,en,Performance,Disruption
Incident,Product Support,high,de,Technical,Security
Request,Sales and Pre-Sales,low,de,Security,Compliance
Change,IT Support,high,de,Feature,Feedback
Incident,Product Support,low,de,Feedback,Performance
Incident,Customer Service,high,en,Bug,Network
Problem,Billing and Payments,high,en,Billing,Payment
Request,Product Support,medium,de,Feedback,Sales
Request,Customer Service,medium,de,Customer,Product
Incident,Customer Service,low,de,Performance,Network
Request,Billing and Payments,high,en,Billing,Product
Incident,Technical Support,medium,en,Technical,Bug
Request,Billing and Payments,high,en,Sales,Billing
Incident,Technical Support,medium,de,Technical,Customer
Incident,Customer Service,medium,en,Technical,Bug
Incident,Technical Support,medium,en,Technical,Bug
Problem,Returns and Exchanges,high,en,Bug,Performance
Incident,Technical Support,medium,de,Technical,Docker
Incident,Technical Support,high,de,Security,Breach
Incident,Product Support,high,de,Technical,Customer
Change,Technical Support,high,en,Technical,Integration
Incident,Technical Support,medium,en,Network,Performance
Problem,IT Support,low,en,Feature,Documentation
Incident,Technical Support,low,de,Bug,Performance
Request,Billing and Payments,high,en,Billing,Pricing
Incident,Technical Support,high,de,Bug,Performance
Incident,IT Support,high,en,Bug,Performance
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,high,de,Bug,Security
Incident,Customer Service,medium,de,Marketing,Campaign
Request,Customer Service,low,en,Feature,Documentation
Problem,Billing and Payments,medium,en,Billing,Customer
Request,Technical Support,low,en,Guidance,Tool
Problem,Sales and Pre-Sales,medium,de,Technical,Bug
Request,IT Support,medium,de,Feedback,Sales
Problem,IT Support,high,en,Security,Notification
Request,IT Support,medium,en,Security,IT
Request,Billing and Payments,medium,en,Billing,Payment
Incident,Technical Support,high,en,Technical,Security
Incident,Product Support,high,en,Technical,Outage
Incident,Product Support,high,de,Technical,Integration
Request,Billing and Payments,medium,de,Billing,Payment
Incident,Product Support,medium,en,Security,Incident
Request,Returns and Exchanges,low,en,Feedback,Sales
Incident,Technical Support,high,de,Bug,Performance
Change,General Inquiry,high,de,Technical,Security
Problem,Billing and Payments,low,en,Billing,Payment
Request,Product Support,high,en,Feature,Feedback
Incident,Product Support,high,de,Performance,Bug
Problem,Technical Support,high,en,Technical,Analytics
Incident,Technical Support,medium,en,Technical,Security
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,high,en,Security,Network
Problem,Customer Service,high,de,Feedback,Performance
Change,IT Support,high,en,Feature,Performance
Incident,Technical Support,high,de,Technical,Security
Incident,Product Support,high,en,Outage,Bug
Change,Returns and Exchanges,high,de,Product,Feature
Incident,Technical Support,high,en,Security,Virus
Request,Customer Service,high,en,Technical,Product
Incident,Product Support,medium,en,Security,Virus
Request,Customer Service,medium,en,Customer,Marketing
Problem,Technical Support,high,en,Performance,IT
Incident,Customer Service,medium,en,Feedback,Performance
Request,Product Support,low,en,Sales,Feedback
Incident,Product Support,high,en,Feedback,Performance
Incident,IT Support,high,en,Outage,Disruption
Problem,Product Support,low,en,Bug,Performance
Incident,Technical Support,medium,en,Technical,Analytics
Problem,Technical Support,high,de,Outage,Performance
Change,Product Support,high,en,Technical,Product
Incident,Customer Service,medium,en,Security,IT
Incident,Technical Support,medium,de,Technical,Security
Incident,Technical Support,high,de,Outage,Disruption
Request,Customer Service,medium,en,Feedback,Sales
Change,Product Support,medium,de,Feedback,Sales
Change,Returns and Exchanges,high,de,Refund,Replacement
Problem,Technical Support,low,de,Performance,Disruption
Problem,Billing and Payments,medium,en,Billing,Account
Problem,Technical Support,low,en,Technical,Security
Incident,Billing and Payments,high,en,Billing,Payment
Problem,Product Support,medium,en,Technical,Performance
Change,Product Support,high,de,Security,IT
Request,Billing and Payments,low,en,Billing,Payment
Incident,Technical Support,high,de,Technical,Bug
Request,Billing and Payments,medium,en,Product,Feature
Problem,Product Support,medium,en,Feedback,Feature
Problem,Product Support,high,en,Technical,Sync
Incident,Returns and Exchanges,high,de,Network,Performance
Request,Billing and Payments,high,de,Billing,Payment
Incident,Billing and Payments,high,en,Billing,Account
Request,Customer Service,medium,en,Feedback,Sales
Incident,Product Support,medium,en,Technical,Medical
Incident,Billing and Payments,medium,en,Security,IT
Incident,Sales and Pre-Sales,medium,de,Security,Breach
Problem,Technical Support,high,de,Network,IT
Request,Billing and Payments,medium,de,Billing,Payment
Problem,Technical Support,medium,en,Bug,Network
Request,Technical Support,medium,de,Feedback,Product
Incident,Service Outages and Maintenance,high,en,Network,Outage
Problem,IT Support,high,en,Crash,Performance
Problem,Technical Support,low,en,Feedback,Sales
Request,Customer Service,low,de,Security,Breach
Change,Product Support,medium,de,Feedback,Feature
Request,Returns and Exchanges,high,en,Technical,Software
Request,Billing and Payments,low,de,Billing,Payment
Incident,Technical Support,high,en,Security,Breach
Request,Product Support,high,de,Customer,Marketing
Request,Service Outages and Maintenance,high,en,Security,IT
Incident,Technical Support,high,de,Technical,Outage
